Name, H, W, R, S, C, M, Sx, Sy, E_size, F_size, R_size, S_size, C_size, M_size, Start time, Finish time, Total cycles, Load Cycles, GEMM Cycles, Store Cycles, Load Util%, GEMM Util%, Store Util%, Reward, Episode, Step, Overflow_count
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 3, 1, 1, 32, 128, 0, 1398630, 1398630, 244174, 1381536, 0, 17.458, 98.778, 0.000,-4.545696,0,13,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 2, 1, 1, 32, 128, 0, 2064129, 2064129, 247314, 2047032, 0, 11.982, 99.172, 0.000,-7.184460,0,14,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 1, 1, 1, 32, 128, 0, 4060443, 4060443, 237645, 4043520, 0, 5.853, 99.583, 0.000,-15.100027,0,15,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 1, 1, 1, 32, 128, 0, 4060443, 4060443, 237645, 4043520, 0, 5.853, 99.583, 0.000,-15.100027,0,16,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 1, 1, 1, 32, 128, 0, 4060443, 4060443, 237645, 4043520, 0, 5.853, 99.583, 0.000,-15.100027,0,17,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 1, 1, 1, 32, 128, 0, 4060443, 4060443, 237645, 4043520, 0, 5.853, 99.583, 0.000,-15.100027,0,18,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 1, 1, 1, 32, 128, 0, 4060443, 4060443, 237645, 4043520, 0, 5.853, 99.583, 0.000,-15.100027,0,19,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 1, 1, 1, 32, 128, 0, 4060443, 4060443, 237645, 4043520, 0, 5.853, 99.583, 0.000,-15.100027,0,20,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 1, 1, 1, 32, 128, 0, 4060443, 4060443, 237645, 4043520, 0, 5.853, 99.583, 0.000,-15.100027,0,21,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 1, 1, 1, 32, 128, 0, 4060443, 4060443, 237645, 4043520, 0, 5.853, 99.583, 0.000,-15.100027,0,22,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 1, 1, 1, 32, 128, 0, 4060443, 4060443, 237645, 4043520, 0, 5.853, 99.583, 0.000,-15.100027,0,23,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 1, 1, 1, 32, 128, 0, 8053427, 8053427, 246935, 8036496, 0, 3.066, 99.790, 0.000,-30.932574,0,24,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 1, 1, 1, 32, 128, 0, 8053427, 8053427, 246935, 8036496, 0, 3.066, 99.790, 0.000,-30.932574,0,25,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 1, 1, 1, 32, 128, 0, 8053427, 8053427, 246935, 8036496, 0, 3.066, 99.790, 0.000,-30.932574,0,26,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 1, 1, 1, 32, 128, 0, 8053427, 8053427, 246935, 8036496, 0, 3.066, 99.790, 0.000,-30.932574,0,27,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 1, 1, 1, 32, 128, 0, 8053427, 8053427, 246935, 8036496, 0, 3.066, 99.790, 0.000,-30.932574,0,28,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 1, 1, 1, 32, 128, 0, 8053427, 8053427, 246935, 8036496, 0, 3.066, 99.790, 0.000,-30.932574,0,29,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 1, 1, 1, 32, 128, 0, 4060443, 4060443, 237645, 4043520, 0, 5.853, 99.583, 0.000,-15.100027,0,30,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 1, 1, 1, 32, 128, 0, 4060443, 4060443, 237645, 4043520, 0, 5.853, 99.583, 0.000,-15.100027,0,31,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 1, 1, 1, 32, 128, 0, 4060443, 4060443, 237645, 4043520, 0, 5.853, 99.583, 0.000,-15.100027,0,32,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 1, 1, 1, 32, 128, 0, 4060443, 4060443, 237645, 4043520, 0, 5.853, 99.583, 0.000,-15.100027,0,33,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 1, 1, 1, 32, 128, 0, 4060443, 4060443, 237645, 4043520, 0, 5.853, 99.583, 0.000,-15.100027,0,34,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 3, 1, 1, 1, 32, 128, 0, 2832017, 2832017, 234638, 2814912, 0, 8.285, 99.396, 0.000,-10.229206,0,35,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 3, 1, 1, 1, 32, 128, 0, 2832017, 2832017, 234638, 2814912, 0, 8.285, 99.396, 0.000,-10.229206,0,36,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 3, 1, 1, 1, 32, 128, 0, 2832017, 2832017, 234638, 2814912, 0, 8.285, 99.396, 0.000,-10.229206,0,37,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 3, 1, 1, 1, 32, 128, 0, 2832017, 2832017, 234638, 2814912, 0, 8.285, 99.396, 0.000,-10.229206,0,38,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,39,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,40,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,41,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,42,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,43,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,44,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,45,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,46,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,47,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,48,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,49,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,50,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,51,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,52,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,53,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,54,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,55,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,56,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,57,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,58,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,59,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,60,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,61,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,62,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,63,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,64,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,65,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,66,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,67,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,68,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,69,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,70,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,71,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,72,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,73,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,74,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,75,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,76,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,77,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,78,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,79,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,80,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,81,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,82,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,83,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,84,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,85,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,86,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,87,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,88,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,89,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,90,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,91,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,92,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 1, 1, 1, 32, 128, 0, 2217705, 2217705, 232415, 2200608, 0, 10.480, 99.229, 0.000,-7.793403,0,93,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,94,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,95,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,96,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,97,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,98,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 1, 1, 1, 32, 128, 0, 1910545, 1910545, 230981, 1893456, 0, 12.090, 99.106, 0.000,-6.575485,0,99,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 20, 23, 1, 1, 32, 128, 0, 249718, 249718, 246640, 84672, 0, 98.767, 33.907, 0.000,0.984532,1,0,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 21, 22, 1, 1, 32, 128, 0, 249781, 249781, 246997, 84672, 0, 98.885, 33.898, 0.000,0.959552,1,1,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 20, 22, 1, 1, 32, 128, 0, 250189, 250189, 247523, 84672, 0, 98.934, 33.843, 0.000,0.797776,1,2,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 20, 21, 1, 1, 32, 128, 0, 248663, 248663, 246278, 84672, 0, 99.041, 34.051, 0.000,1.402849,1,3,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 20, 20, 1, 1, 32, 128, 0, 249082, 249082, 246904, 84672, 0, 99.126, 33.994, 0.000,1.236712,1,4,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 20, 19, 1, 1, 32, 128, 0, 248919, 248919, 246633, 84672, 0, 99.082, 34.016, 0.000,1.301343,1,5,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 20, 18, 1, 1, 32, 128, 0, 249418, 249418, 247024, 84672, 0, 99.040, 33.948, 0.000,1.103485,1,6,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 20, 17, 1, 1, 32, 128, 0, 249561, 249561, 246162, 96048, 0, 98.638, 38.487, 0.000,1.046784,1,7,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 20, 16, 1, 1, 32, 128, 0, 249767, 249767, 246815, 96048, 0, 98.818, 38.455, 0.000,0.965103,1,8,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 20, 15, 1, 1, 32, 128, 0, 249169, 249169, 246669, 96048, 0, 98.997, 38.547, 0.000,1.202216,1,9,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 20, 14, 1, 1, 32, 128, 0, 249522, 249522, 247405, 96048, 0, 99.152, 38.493, 0.000,1.062248,1,10,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 20, 13, 1, 1, 32, 128, 0, 250223, 250223, 245867, 107424, 0, 98.259, 42.931, 0.000,0.784295,1,11,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 20, 12, 1, 1, 32, 128, 0, 249520, 249520, 246784, 107424, 0, 98.903, 43.052, 0.000,1.063041,1,12,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 20, 11, 1, 1, 32, 128, 0, 249392, 249392, 246153, 107424, 0, 98.701, 43.074, 0.000,1.113794,1,13,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 20, 11, 1, 1, 32, 128, 0, 249392, 249392, 246153, 107424, 0, 98.701, 43.074, 0.000,1.113794,1,14,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 20, 10, 1, 1, 32, 128, 0, 251369, 251369, 247026, 118800, 0, 98.272, 47.261, 0.000,0.329896,1,15,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 20, 9, 1, 1, 32, 128, 0, 254097, 254097, 249793, 118800, 0, 98.306, 46.754, 0.000,-0.007518,1,16,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 20, 8, 1, 1, 32, 128, 0, 252588, 252588, 247285, 130176, 0, 97.901, 51.537, 0.000,-0.001534,1,17,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 21, 8, 1, 1, 32, 128, 0, 253776, 253776, 247285, 130176, 0, 97.442, 51.296, 0.000,-0.006245,1,18,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 21, 7, 1, 1, 32, 128, 0, 252449, 252449, 244681, 141552, 0, 96.923, 56.072, 0.000,-0.000983,1,19,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 21, 6, 1, 1, 32, 128, 0, 256467, 256467, 247026, 152928, 0, 96.319, 59.629, 0.000,-0.016915,1,20,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 21, 5, 1, 1, 32, 128, 0, 256246, 256246, 244246, 175680, 0, 95.317, 68.559, 0.000,-0.016039,1,21,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 21, 4, 1, 1, 32, 128, 0, 263499, 263499, 246786, 209808, 0, 93.657, 79.624, 0.000,-0.044798,1,22,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 21, 3, 1, 1, 32, 128, 0, 275176, 275176, 241493, 255312, 0, 87.759, 92.781, 0.000,-0.091098,1,23,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 21, 2, 1, 1, 32, 128, 0, 376729, 376729, 247314, 357696, 0, 65.648, 94.948, 0.000,-0.493765,1,24,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 21, 2, 1, 1, 32, 128, 0, 376729, 376729, 247314, 357696, 0, 65.648, 94.948, 0.000,-0.493765,1,25,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 22, 1, 1, 1, 32, 128, 0, 682698, 682698, 228745, 664848, 0, 33.506, 97.385, 0.000,-1.706960,1,26,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 22, 1, 1, 1, 32, 128, 0, 682698, 682698, 228745, 664848, 0, 33.506, 97.385, 0.000,-1.706960,1,27,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 22, 1, 1, 1, 32, 128, 0, 682698, 682698, 228745, 664848, 0, 33.506, 97.385, 0.000,-1.706960,1,28,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 23, 2, 1, 1, 32, 128, 0, 376903, 376903, 247314, 357696, 0, 65.617, 94.904, 0.000,-0.494455,1,29,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 24, 2, 1, 1, 32, 128, 0, 376945, 376945, 246813, 357696, 0, 65.477, 94.893, 0.000,-0.494621,1,30,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 24, 1, 1, 1, 32, 128, 0, 682734, 682734, 229765, 664848, 0, 33.654, 97.380, 0.000,-1.707103,1,31,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 23, 1, 1, 1, 32, 128, 0, 682716, 682716, 229004, 664848, 0, 33.543, 97.383, 0.000,-1.707031,1,32,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 23, 1, 1, 1, 32, 128, 0, 682716, 682716, 229004, 664848, 0, 33.543, 97.383, 0.000,-1.707031,1,33,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 23, 1, 1, 1, 32, 128, 0, 682716, 682716, 229004, 664848, 0, 33.543, 97.383, 0.000,-1.707031,1,34,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 24, 1, 1, 1, 32, 128, 0, 682734, 682734, 229765, 664848, 0, 33.654, 97.380, 0.000,-1.707103,1,35,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 24, 1, 1, 1, 32, 128, 0, 682734, 682734, 229765, 664848, 0, 33.654, 97.380, 0.000,-1.707103,1,36,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 25, 1, 1, 1, 32, 128, 0, 682866, 682866, 229713, 664848, 0, 33.640, 97.361, 0.000,-1.707626,1,37,0,
