Name, H, W, R, S, C, M, Sx, Sy, E_size, F_size, R_size, S_size, C_size, M_size, Start time, Finish time, Total cycles, Load Cycles, GEMM Cycles, Store Cycles, Load Util%, GEMM Util%, Store Util%, Reward, Episode, Step, Overflow_count
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 89, 1, 1, 1, 32, 128, 0, 2523427, 2523427, 1570325, 2269925, 286745, 62.230, 89.954, 11.363,-0.264909,0,31,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 89, 1, 1, 1, 32, 128, 0, 2523427, 2523427, 1570325, 2269925, 286745, 62.230, 89.954, 11.363,-0.264909,0,32,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 89, 1, 1, 1, 32, 128, 0, 2523427, 2523427, 1570325, 2269925, 286745, 62.230, 89.954, 11.363,-0.264909,0,33,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 89, 1, 1, 1, 32, 128, 0, 2523427, 2523427, 1570325, 2269925, 286745, 62.230, 89.954, 11.363,-0.264909,0,34,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 89, 1, 1, 1, 32, 128, 0, 2523427, 2523427, 1570325, 2269925, 286745, 62.230, 89.954, 11.363,-0.264909,0,35,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 89, 1, 1, 1, 32, 128, 0, 2523427, 2523427, 1570325, 2269925, 286745, 62.230, 89.954, 11.363,-0.264909,0,36,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 89, 1, 1, 1, 32, 128, 0, 2523427, 2523427, 1570325, 2269925, 286745, 62.230, 89.954, 11.363,-0.264909,0,37,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 89, 1, 1, 1, 32, 128, 0, 2523427, 2523427, 1570325, 2269925, 286745, 62.230, 89.954, 11.363,-0.264909,0,38,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 89, 1, 1, 1, 32, 128, 0, 2523427, 2523427, 1570325, 2269925, 286745, 62.230, 89.954, 11.363,-0.264909,0,39,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 89, 1, 1, 1, 32, 128, 0, 2523427, 2523427, 1570325, 2269925, 286745, 62.230, 89.954, 11.363,-0.264909,0,40,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 89, 1, 1, 1, 32, 128, 0, 2523427, 2523427, 1570325, 2269925, 286745, 62.230, 89.954, 11.363,-0.264909,0,41,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 89, 1, 1, 1, 32, 128, 0, 2523427, 2523427, 1570325, 2269925, 286745, 62.230, 89.954, 11.363,-0.264909,0,42,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 89, 1, 1, 1, 32, 128, 0, 2523427, 2523427, 1570325, 2269925, 286745, 62.230, 89.954, 11.363,-0.264909,0,43,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 88, 1, 1, 1, 32, 128, 0, 2512306, 2512306, 1568516, 2269925, 286314, 62.433, 90.352, 11.396,-0.259334,0,44,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 88, 1, 1, 1, 32, 128, 0, 2512306, 2512306, 1568516, 2269925, 286314, 62.433, 90.352, 11.396,-0.259334,0,45,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 88, 1, 1, 1, 32, 128, 0, 2512306, 2512306, 1568516, 2269925, 286314, 62.433, 90.352, 11.396,-0.259334,0,46,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 88, 1, 1, 1, 32, 128, 0, 2512306, 2512306, 1568516, 2269925, 286314, 62.433, 90.352, 11.396,-0.259334,0,47,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 88, 1, 1, 1, 32, 128, 0, 2512306, 2512306, 1568516, 2269925, 286314, 62.433, 90.352, 11.396,-0.259334,0,48,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 88, 1, 1, 1, 32, 128, 0, 2512306, 2512306, 1568516, 2269925, 286314, 62.433, 90.352, 11.396,-0.259334,0,49,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 88, 1, 1, 1, 32, 128, 0, 2512306, 2512306, 1568516, 2269925, 286314, 62.433, 90.352, 11.396,-0.259334,0,50,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 88, 1, 1, 1, 32, 128, 0, 2512306, 2512306, 1568516, 2269925, 286314, 62.433, 90.352, 11.396,-0.259334,0,51,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 88, 1, 1, 1, 32, 128, 0, 2512306, 2512306, 1568516, 2269925, 286314, 62.433, 90.352, 11.396,-0.259334,0,52,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 88, 1, 1, 1, 32, 128, 0, 2512306, 2512306, 1568516, 2269925, 286314, 62.433, 90.352, 11.396,-0.259334,0,53,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 88, 1, 1, 1, 32, 128, 0, 2512306, 2512306, 1568516, 2269925, 286314, 62.433, 90.352, 11.396,-0.259334,0,54,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 88, 1, 1, 1, 32, 128, 0, 2512306, 2512306, 1568516, 2269925, 286314, 62.433, 90.352, 11.396,-0.259334,0,55,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,56,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,57,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,58,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,59,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,60,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,61,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,62,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,63,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,64,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,65,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,66,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,67,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,68,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,69,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,70,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,71,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,72,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,73,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,74,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,75,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,76,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,77,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,78,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,79,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,80,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,81,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,82,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,83,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,84,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,85,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,86,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,87,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,88,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,89,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,90,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,91,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,92,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,93,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,94,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,95,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,96,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,97,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,98,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 87, 1, 1, 1, 32, 128, 0, 2499189, 2499189, 1566776, 2269925, 286403, 62.691, 90.826, 11.460,-0.252759,0,99,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 10, 103, 1, 1, 32, 128, 0, 1991129, 1991129, 1647040, 752493, 318237, 82.719, 37.792, 15.983,0.191434,1,0,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 10, 102, 1, 1, 32, 128, 0, 1980549, 1980549, 1639984, 752493, 315375, 82.805, 37.994, 15.924,0.721773,1,1,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 10, 101, 1, 1, 32, 128, 0, 1990168, 1990168, 1652921, 752493, 312862, 83.054, 37.811, 15.720,0.239605,1,2,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 10, 100, 1, 1, 32, 128, 0, 1993472, 1993472, 1655369, 752493, 314970, 83.039, 37.748, 15.800,0.073987,1,3,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 10, 99, 1, 1, 32, 128, 0, 1988196, 1988196, 1648698, 752493, 317140, 82.924, 37.848, 15.951,0.338455,1,4,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 10, 98, 1, 1, 32, 128, 0, 1984607, 1984607, 1649089, 752493, 313919, 83.094, 37.916, 15.818,0.518359,1,5,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 10, 97, 1, 1, 32, 128, 0, 1980305, 1980305, 1647974, 752493, 311671, 83.218, 37.999, 15.739,0.734004,1,6,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 10, 96, 1, 1, 32, 128, 0, 1980018, 1980018, 1646455, 752493, 314162, 83.154, 38.004, 15.867,0.748390,1,7,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 10, 95, 1, 1, 32, 128, 0, 1979573, 1979573, 1644987, 752493, 316349, 83.098, 38.013, 15.981,0.770697,1,8,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 10, 94, 1, 1, 32, 128, 0, 1974809, 1974809, 1643168, 752493, 314283, 83.206, 38.105, 15.915,1.009500,1,9,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 10, 93, 1, 1, 32, 128, 0, 1971689, 1971689, 1643886, 752493, 310773, 83.375, 38.165, 15.762,1.165895,1,10,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 10, 92, 1, 1, 32, 128, 0, 1984741, 1984741, 1655783, 752493, 313052, 83.426, 37.914, 15.773,0.511642,1,11,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 10, 91, 1, 1, 32, 128, 0, 1981413, 1981413, 1649641, 752493, 316092, 83.256, 37.978, 15.953,0.678464,1,12,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 90, 1, 1, 32, 128, 0, 1976461, 1976461, 1645082, 783461, 309346, 83.234, 39.640, 15.652,0.926691,1,13,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 89, 1, 1, 32, 128, 0, 1978871, 1978871, 1648383, 783461, 308136, 83.299, 39.591, 15.571,0.805886,1,14,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 88, 1, 1, 32, 128, 0, 1978037, 1978037, 1646052, 783461, 309308, 83.216, 39.608, 15.637,0.847691,1,15,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 87, 1, 1, 32, 128, 0, 1981629, 1981629, 1645167, 783461, 313133, 83.021, 39.536, 15.802,0.667636,1,16,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 86, 1, 1, 32, 128, 0, 1969730, 1969730, 1637990, 783461, 308129, 83.158, 39.775, 15.643,1.264093,1,17,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 85, 1, 1, 32, 128, 0, 1974825, 1974825, 1643216, 783461, 307634, 83.208, 39.672, 15.578,1.008698,1,18,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 84, 1, 1, 32, 128, 0, 1984411, 1984411, 1652161, 783461, 307820, 83.257, 39.481, 15.512,0.528184,1,19,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 83, 1, 1, 32, 128, 0, 1991162, 1991162, 1654176, 783461, 312219, 83.076, 39.347, 15.680,0.189779,1,20,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 82, 1, 1, 32, 128, 0, 1981576, 1981576, 1647926, 783461, 308328, 83.162, 39.537, 15.560,0.670293,1,21,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 81, 1, 1, 32, 128, 0, 1981950, 1981950, 1649785, 783461, 306404, 83.240, 39.530, 15.460,0.651546,1,22,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 80, 1, 1, 32, 128, 0, 1980695, 1980695, 1647665, 783461, 306617, 83.186, 39.555, 15.480,0.714455,1,23,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 79, 1, 1, 32, 128, 0, 1987426, 1987426, 1644582, 783461, 310217, 82.749, 39.421, 15.609,0.377052,1,24,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 78, 1, 1, 32, 128, 0, 1984999, 1984999, 1648011, 783461, 306206, 83.023, 39.469, 15.426,0.498710,1,25,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 77, 1, 1, 32, 128, 0, 1978826, 1978826, 1644168, 783461, 305162, 83.088, 39.592, 15.421,0.808141,1,26,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 76, 1, 1, 32, 128, 0, 1982000, 1982000, 1648441, 783461, 305186, 83.171, 39.529, 15.398,0.649039,1,27,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 75, 1, 1, 32, 128, 0, 1991224, 1991224, 1653777, 783461, 308937, 83.053, 39.346, 15.515,0.186672,1,28,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 74, 1, 1, 32, 128, 0, 1982669, 1982669, 1646090, 783461, 307534, 83.024, 39.515, 15.511,0.615505,1,29,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 73, 1, 1, 32, 128, 0, 1984706, 1984706, 1650689, 783461, 304834, 83.170, 39.475, 15.359,0.513397,1,30,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 72, 1, 1, 32, 128, 0, 1983934, 1983934, 1649028, 783461, 304963, 83.119, 39.490, 15.372,0.552095,1,31,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 71, 1, 1, 32, 128, 0, 1986192, 1986192, 1647223, 783461, 308904, 82.934, 39.445, 15.553,0.438909,1,32,0,
Conv1, 224, 224, 7, 7, 3, 64, 2, 2, 9, 70, 1, 1, 32, 128, 0, 1985780, 1985780, 1647363, 783461, 307912, 82.958, 39.454, 15.506,0.459561,1,33,0,
