Name, H, W, R, S, C, M, Sx, Sy, E_size, F_size, R_size, S_size, C_size, M_size, Start time, Finish time, Total cycles, Load Cycles, GEMM Cycles, Store Cycles, Load Util%, GEMM Util%, Store Util%, Reward, Episode, Step, Overflow_count
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 27, 1, 1, 32, 128, 0, 249485, 249485, 246600, 130176, 0, 98.844, 52.178, 0.000,1.076919,3,92,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 28, 1, 1, 32, 128, 0, 251479, 251479, 247283, 118800, 0, 98.331, 47.241, 0.000,0.286280,3,93,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 28, 1, 1, 32, 128, 0, 250059, 250059, 247287, 130176, 0, 98.891, 52.058, 0.000,0.849323,3,94,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 3, 29, 1, 1, 32, 128, 0, 249777, 249777, 247283, 152928, 0, 99.002, 61.226, 0.000,0.961138,3,95,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 29, 1, 1, 32, 128, 0, 254821, 254821, 247463, 198432, 0, 97.112, 77.871, 0.000,-0.010389,3,96,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 29, 1, 1, 32, 128, 0, 364461, 364461, 246997, 346320, 0, 67.770, 95.023, 0.000,-0.445121,3,97,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 29, 1, 1, 32, 128, 0, 254821, 254821, 247463, 198432, 0, 97.112, 77.871, 0.000,-0.010389,3,98,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 30, 1, 1, 32, 128, 0, 254316, 254316, 246813, 198432, 0, 97.050, 78.026, 0.000,-0.008386,3,99,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 11, 30, 1, 1, 32, 128, 0, 249043, 249043, 246757, 84672, 0, 99.082, 33.999, 0.000,1.252176,4,0,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 10, 30, 1, 1, 32, 128, 0, 249562, 249562, 246844, 84672, 0, 98.911, 33.928, 0.000,1.046388,4,1,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 30, 1, 1, 32, 128, 0, 250315, 250315, 247165, 84672, 0, 98.742, 33.826, 0.000,0.747816,4,2,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 10, 30, 1, 1, 32, 128, 0, 249562, 249562, 246844, 84672, 0, 98.911, 33.928, 0.000,1.046388,4,3,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 11, 29, 1, 1, 32, 128, 0, 249605, 249605, 247283, 84672, 0, 99.070, 33.922, 0.000,1.029338,4,4,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 12, 29, 1, 1, 32, 128, 0, 252069, 252069, 247555, 84672, 0, 98.209, 33.591, 0.000,0.052339,4,5,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 11, 29, 1, 1, 32, 128, 0, 249605, 249605, 247283, 84672, 0, 99.070, 33.922, 0.000,1.029338,4,6,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 10, 29, 1, 1, 32, 128, 0, 250072, 250072, 247300, 84672, 0, 98.892, 33.859, 0.000,0.844168,4,7,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 29, 1, 1, 32, 128, 0, 250578, 250578, 247356, 84672, 0, 98.714, 33.791, 0.000,0.643534,4,8,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 10, 30, 1, 1, 32, 128, 0, 249562, 249562, 246844, 84672, 0, 98.911, 33.928, 0.000,1.046388,4,9,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 29, 1, 1, 32, 128, 0, 250578, 250578, 247356, 84672, 0, 98.714, 33.791, 0.000,0.643534,4,10,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 30, 1, 1, 32, 128, 0, 250315, 250315, 247165, 84672, 0, 98.742, 33.826, 0.000,0.747816,4,11,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 10, 30, 1, 1, 32, 128, 0, 249562, 249562, 246844, 84672, 0, 98.911, 33.928, 0.000,1.046388,4,12,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 31, 1, 1, 32, 128, 0, 249484, 249484, 246406, 84672, 0, 98.766, 33.939, 0.000,1.077315,4,13,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 32, 1, 1, 32, 128, 0, 250291, 250291, 247285, 84672, 0, 98.799, 33.829, 0.000,0.757332,4,14,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 10, 32, 1, 1, 32, 128, 0, 249425, 249425, 246815, 84672, 0, 98.954, 33.947, 0.000,1.100709,4,15,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 33, 1, 1, 32, 128, 0, 249648, 249648, 246714, 84672, 0, 98.825, 33.917, 0.000,1.012288,4,16,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 8, 33, 1, 1, 32, 128, 0, 250087, 250087, 246660, 96048, 0, 98.630, 38.406, 0.000,0.838220,4,17,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 8, 33, 1, 1, 32, 128, 0, 250087, 250087, 246660, 96048, 0, 98.630, 38.406, 0.000,0.838220,4,18,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 7, 32, 1, 1, 32, 128, 0, 249198, 249198, 246786, 96048, 0, 99.032, 38.543, 0.000,1.190717,4,19,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 8, 32, 1, 1, 32, 128, 0, 250645, 250645, 247225, 96048, 0, 98.636, 38.320, 0.000,0.616968,4,20,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 8, 32, 1, 1, 32, 128, 0, 250645, 250645, 247225, 96048, 0, 98.636, 38.320, 0.000,0.616968,4,21,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 32, 1, 1, 32, 128, 0, 250291, 250291, 247285, 84672, 0, 98.799, 33.829, 0.000,0.757332,4,22,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 10, 32, 1, 1, 32, 128, 0, 249425, 249425, 246815, 84672, 0, 98.954, 33.947, 0.000,1.100709,4,23,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 11, 33, 1, 1, 32, 128, 0, 248815, 248815, 246619, 84672, 0, 99.117, 34.030, 0.000,1.342580,4,24,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 10, 33, 1, 1, 32, 128, 0, 248892, 248892, 246336, 84672, 0, 98.973, 34.020, 0.000,1.312049,4,25,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 33, 1, 1, 32, 128, 0, 249648, 249648, 246714, 84672, 0, 98.825, 33.917, 0.000,1.012288,4,26,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 33, 1, 1, 32, 128, 0, 249648, 249648, 246714, 84672, 0, 98.825, 33.917, 0.000,1.012288,4,27,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 8, 33, 1, 1, 32, 128, 0, 250087, 250087, 246660, 96048, 0, 98.630, 38.406, 0.000,0.838220,4,28,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 33, 1, 1, 32, 128, 0, 249648, 249648, 246714, 84672, 0, 98.825, 33.917, 0.000,1.012288,4,29,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 8, 33, 1, 1, 32, 128, 0, 250087, 250087, 246660, 96048, 0, 98.630, 38.406, 0.000,0.838220,4,30,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 7, 33, 1, 1, 32, 128, 0, 248841, 248841, 246474, 96048, 0, 99.049, 38.598, 0.000,1.332271,4,31,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 8, 34, 1, 1, 32, 128, 0, 250561, 250561, 247285, 96048, 0, 98.693, 38.333, 0.000,0.650275,4,32,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 7, 34, 1, 1, 32, 128, 0, 249607, 249607, 247285, 96048, 0, 99.070, 38.480, 0.000,1.028545,4,33,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 7, 34, 1, 1, 32, 128, 0, 249607, 249607, 247285, 96048, 0, 99.070, 38.480, 0.000,1.028545,4,34,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 6, 34, 1, 1, 32, 128, 0, 250023, 250023, 247026, 107424, 0, 98.801, 42.966, 0.000,0.863597,4,35,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 7, 34, 1, 1, 32, 128, 0, 249607, 249607, 247285, 96048, 0, 99.070, 38.480, 0.000,1.028545,4,36,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 6, 33, 1, 1, 32, 128, 0, 249949, 249949, 246892, 107424, 0, 98.777, 42.978, 0.000,0.892939,4,37,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 33, 1, 1, 32, 128, 0, 250650, 250650, 246573, 118800, 0, 98.373, 47.397, 0.000,0.614986,4,38,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 6, 33, 1, 1, 32, 128, 0, 249949, 249949, 246892, 107424, 0, 98.777, 42.978, 0.000,0.892939,4,39,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 32, 1, 1, 32, 128, 0, 251326, 251326, 247285, 118800, 0, 98.392, 47.269, 0.000,0.346945,4,40,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 32, 1, 1, 32, 128, 0, 249915, 249915, 247287, 130176, 0, 98.948, 52.088, 0.000,0.906420,4,41,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 33, 1, 1, 32, 128, 0, 250650, 250650, 246573, 118800, 0, 98.373, 47.397, 0.000,0.614986,4,42,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 6, 34, 1, 1, 32, 128, 0, 250023, 250023, 247026, 107424, 0, 98.801, 42.966, 0.000,0.863597,4,43,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 34, 1, 1, 32, 128, 0, 250818, 250818, 246786, 118800, 0, 98.392, 47.365, 0.000,0.548372,4,44,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 6, 34, 1, 1, 32, 128, 0, 250023, 250023, 247026, 107424, 0, 98.801, 42.966, 0.000,0.863597,4,45,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 7, 34, 1, 1, 32, 128, 0, 249607, 249607, 247285, 96048, 0, 99.070, 38.480, 0.000,1.028545,4,46,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 6, 34, 1, 1, 32, 128, 0, 250023, 250023, 247026, 107424, 0, 98.801, 42.966, 0.000,0.863597,4,47,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 7, 34, 1, 1, 32, 128, 0, 249607, 249607, 247285, 96048, 0, 99.070, 38.480, 0.000,1.028545,4,48,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 6, 34, 1, 1, 32, 128, 0, 250023, 250023, 247026, 107424, 0, 98.801, 42.966, 0.000,0.863597,4,49,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 7, 35, 1, 1, 32, 128, 0, 248991, 248991, 246654, 96048, 0, 99.061, 38.575, 0.000,1.272794,4,50,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 6, 35, 1, 1, 32, 128, 0, 249721, 249721, 246772, 107424, 0, 98.819, 43.018, 0.000,0.983343,4,51,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 35, 1, 1, 32, 128, 0, 251077, 251077, 247020, 118800, 0, 98.384, 47.316, 0.000,0.445676,4,52,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 34, 1, 1, 32, 128, 0, 250008, 250008, 247287, 130176, 0, 98.912, 52.069, 0.000,0.869545,4,53,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 5, 33, 1, 1, 32, 128, 0, 250650, 250650, 246573, 118800, 0, 98.373, 47.397, 0.000,0.614986,4,54,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 33, 1, 1, 32, 128, 0, 249459, 249459, 246745, 130176, 0, 98.912, 52.183, 0.000,1.087228,4,55,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 3, 33, 1, 1, 32, 128, 0, 249393, 249393, 246555, 152928, 0, 98.862, 61.320, 0.000,1.113398,4,56,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 34, 1, 1, 32, 128, 0, 254556, 254556, 246813, 198432, 0, 96.958, 77.952, 0.000,-0.009338,4,57,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 34, 1, 1, 32, 128, 0, 364525, 364525, 247314, 346320, 0, 67.846, 95.006, 0.000,-0.445375,4,58,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 34, 1, 1, 32, 128, 0, 364525, 364525, 247314, 346320, 0, 67.846, 95.006, 0.000,-0.445375,4,59,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 34, 1, 1, 32, 128, 0, 254556, 254556, 246813, 198432, 0, 96.958, 77.952, 0.000,-0.009338,4,60,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 34, 1, 1, 32, 128, 0, 364525, 364525, 247314, 346320, 0, 67.846, 95.006, 0.000,-0.445375,4,61,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 34, 1, 1, 32, 128, 0, 364525, 364525, 247314, 346320, 0, 67.846, 95.006, 0.000,-0.445375,4,62,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 34, 1, 1, 32, 128, 0, 254556, 254556, 246813, 198432, 0, 96.958, 77.952, 0.000,-0.009338,4,63,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 34, 1, 1, 32, 128, 0, 254556, 254556, 246813, 198432, 0, 96.958, 77.952, 0.000,-0.009338,4,64,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 3, 35, 1, 1, 32, 128, 0, 249780, 249780, 246772, 152928, 0, 98.796, 61.225, 0.000,0.959949,4,65,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 35, 1, 1, 32, 128, 0, 249674, 249674, 246747, 130176, 0, 98.828, 52.138, 0.000,1.001979,4,66,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 3, 36, 1, 1, 32, 128, 0, 250383, 250383, 247287, 152928, 0, 98.763, 61.078, 0.000,0.720854,4,67,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 4, 36, 1, 1, 32, 128, 0, 250221, 250221, 247285, 130176, 0, 98.827, 52.024, 0.000,0.785088,4,68,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 3, 36, 1, 1, 32, 128, 0, 250383, 250383, 247287, 152928, 0, 98.763, 61.078, 0.000,0.720854,4,69,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 36, 1, 1, 32, 128, 0, 254651, 254651, 246786, 198432, 0, 96.911, 77.923, 0.000,-0.009714,4,70,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 3, 36, 1, 1, 32, 128, 0, 250383, 250383, 247287, 152928, 0, 98.763, 61.078, 0.000,0.720854,4,71,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 36, 1, 1, 32, 128, 0, 254651, 254651, 246786, 198432, 0, 96.911, 77.923, 0.000,-0.009714,4,72,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 36, 1, 1, 32, 128, 0, 254651, 254651, 246786, 198432, 0, 96.911, 77.923, 0.000,-0.009714,4,73,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 35, 1, 1, 32, 128, 0, 364467, 364467, 247283, 346320, 0, 67.848, 95.021, 0.000,-0.445145,4,74,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 35, 1, 1, 32, 128, 0, 254640, 254640, 246747, 198432, 0, 96.900, 77.926, 0.000,-0.009671,4,75,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 3, 35, 1, 1, 32, 128, 0, 249780, 249780, 246772, 152928, 0, 98.796, 61.225, 0.000,0.959949,4,76,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 34, 1, 1, 32, 128, 0, 254556, 254556, 246813, 198432, 0, 96.958, 77.952, 0.000,-0.009338,4,77,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 3, 34, 1, 1, 32, 128, 0, 250083, 250083, 247167, 152928, 0, 98.834, 61.151, 0.000,0.839806,4,78,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 34, 1, 1, 32, 128, 0, 254556, 254556, 246813, 198432, 0, 96.958, 77.952, 0.000,-0.009338,4,79,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 35, 1, 1, 32, 128, 0, 364467, 364467, 247283, 346320, 0, 67.848, 95.021, 0.000,-0.445145,4,80,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 36, 1, 1, 32, 128, 0, 364447, 364447, 247053, 346320, 0, 67.788, 95.026, 0.000,-0.445066,4,81,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 36, 1, 1, 32, 128, 0, 364447, 364447, 247053, 346320, 0, 67.788, 95.026, 0.000,-0.445066,4,82,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 36, 1, 1, 32, 128, 0, 254651, 254651, 246786, 198432, 0, 96.911, 77.923, 0.000,-0.009714,4,83,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 36, 1, 1, 32, 128, 0, 254651, 254651, 246786, 198432, 0, 96.911, 77.923, 0.000,-0.009714,4,84,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 3, 35, 1, 1, 32, 128, 0, 249780, 249780, 246772, 152928, 0, 98.796, 61.225, 0.000,0.959949,4,85,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 35, 1, 1, 32, 128, 0, 254640, 254640, 246747, 198432, 0, 96.900, 77.926, 0.000,-0.009671,4,86,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 36, 1, 1, 32, 128, 0, 254651, 254651, 246786, 198432, 0, 96.911, 77.923, 0.000,-0.009714,4,87,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 36, 1, 1, 32, 128, 0, 364447, 364447, 247053, 346320, 0, 67.788, 95.026, 0.000,-0.445066,4,88,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 36, 1, 1, 32, 128, 0, 364447, 364447, 247053, 346320, 0, 67.788, 95.026, 0.000,-0.445066,4,89,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 36, 1, 1, 32, 128, 0, 254651, 254651, 246786, 198432, 0, 96.911, 77.923, 0.000,-0.009714,4,90,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 37, 1, 1, 32, 128, 0, 364389, 364389, 246997, 346320, 0, 67.784, 95.041, 0.000,-0.444836,4,91,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 37, 1, 1, 32, 128, 0, 364389, 364389, 246997, 346320, 0, 67.784, 95.041, 0.000,-0.444836,4,92,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 37, 1, 1, 32, 128, 0, 364389, 364389, 246997, 346320, 0, 67.784, 95.041, 0.000,-0.444836,4,93,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 37, 1, 1, 32, 128, 0, 364389, 364389, 246997, 346320, 0, 67.784, 95.041, 0.000,-0.444836,4,94,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 37, 1, 1, 32, 128, 0, 364389, 364389, 246997, 346320, 0, 67.784, 95.041, 0.000,-0.444836,4,95,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 36, 1, 1, 32, 128, 0, 364447, 364447, 247053, 346320, 0, 67.788, 95.026, 0.000,-0.445066,4,96,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 36, 1, 1, 32, 128, 0, 254651, 254651, 246786, 198432, 0, 96.911, 77.923, 0.000,-0.009714,4,97,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 2, 37, 1, 1, 32, 128, 0, 254760, 254760, 246747, 198432, 0, 96.855, 77.890, 0.000,-0.010147,4,98,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 1, 36, 1, 1, 32, 128, 0, 364447, 364447, 247053, 346320, 0, 67.788, 95.026, 0.000,-0.445066,4,99,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 13, 46, 1, 1, 32, 128, 0, 253016, 253016, 247055, 73296, 0, 97.644, 28.969, 0.000,-0.003232,5,0,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 14, 45, 1, 1, 32, 128, 0, 252376, 252376, 247163, 73296, 0, 97.934, 29.042, 0.000,-0.000694,5,1,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 15, 44, 1, 1, 32, 128, 0, 251597, 251597, 246813, 73296, 0, 98.099, 29.132, 0.000,0.239492,5,2,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 14, 43, 1, 1, 32, 128, 0, 251236, 251236, 246568, 73296, 0, 98.142, 29.174, 0.000,0.382631,5,3,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 13, 44, 1, 1, 32, 128, 0, 252296, 252296, 247196, 73296, 0, 97.979, 29.052, 0.000,-0.000377,5,4,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 12, 44, 1, 1, 32, 128, 0, 252487, 252487, 246997, 84672, 0, 97.826, 33.535, 0.000,-0.001134,5,5,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 11, 44, 1, 1, 32, 128, 0, 250405, 250405, 246817, 84672, 0, 98.567, 33.814, 0.000,0.712130,5,6,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 12, 44, 1, 1, 32, 128, 0, 252487, 252487, 246997, 84672, 0, 97.826, 33.535, 0.000,-0.001134,5,7,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 11, 44, 1, 1, 32, 128, 0, 250405, 250405, 246817, 84672, 0, 98.567, 33.814, 0.000,0.712130,5,8,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 10, 44, 1, 1, 32, 128, 0, 251377, 251377, 247523, 84672, 0, 98.467, 33.683, 0.000,0.326724,5,9,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 10, 44, 1, 1, 32, 128, 0, 251377, 251377, 247523, 84672, 0, 98.467, 33.683, 0.000,0.326724,5,10,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 45, 1, 1, 32, 128, 0, 251446, 251446, 246903, 84672, 0, 98.193, 33.674, 0.000,0.299364,5,11,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 8, 45, 1, 1, 32, 128, 0, 251979, 251979, 247022, 96048, 0, 98.033, 38.117, 0.000,0.088025,5,12,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 45, 1, 1, 32, 128, 0, 251446, 251446, 246903, 84672, 0, 98.193, 33.674, 0.000,0.299364,5,13,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 45, 1, 1, 32, 128, 0, 251446, 251446, 246903, 84672, 0, 98.193, 33.674, 0.000,0.299364,5,14,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 8, 45, 1, 1, 32, 128, 0, 251979, 251979, 247022, 96048, 0, 98.033, 38.117, 0.000,0.088025,5,15,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 8, 46, 1, 1, 32, 128, 0, 252225, 252225, 247024, 96048, 0, 97.938, 38.080, 0.000,-0.000095,5,16,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 45, 1, 1, 32, 128, 0, 251446, 251446, 246903, 84672, 0, 98.193, 33.674, 0.000,0.299364,5,17,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 8, 46, 1, 1, 32, 128, 0, 252225, 252225, 247024, 96048, 0, 97.938, 38.080, 0.000,-0.000095,5,18,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 46, 1, 1, 32, 128, 0, 251629, 251629, 246817, 84672, 0, 98.088, 33.650, 0.000,0.226803,5,19,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 10, 46, 1, 1, 32, 128, 0, 251377, 251377, 247163, 84672, 0, 98.324, 33.683, 0.000,0.326724,5,20,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 46, 1, 1, 32, 128, 0, 251629, 251629, 246817, 84672, 0, 98.088, 33.650, 0.000,0.226803,5,21,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 46, 1, 1, 32, 128, 0, 251629, 251629, 246817, 84672, 0, 98.088, 33.650, 0.000,0.226803,5,22,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 8, 47, 1, 1, 32, 128, 0, 251982, 251982, 246462, 96048, 0, 97.809, 38.117, 0.000,0.086836,5,23,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 7, 48, 1, 1, 32, 128, 0, 251191, 251191, 246817, 96048, 0, 98.259, 38.237, 0.000,0.400474,5,24,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 7, 48, 1, 1, 32, 128, 0, 251191, 251191, 246817, 96048, 0, 98.259, 38.237, 0.000,0.400474,5,25,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 7, 49, 1, 1, 32, 128, 0, 251241, 251241, 246705, 96048, 0, 98.195, 38.229, 0.000,0.380649,5,26,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 7, 49, 1, 1, 32, 128, 0, 251241, 251241, 246705, 96048, 0, 98.195, 38.229, 0.000,0.380649,5,27,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 8, 50, 1, 1, 32, 128, 0, 253171, 253171, 246904, 96048, 0, 97.525, 37.938, 0.000,-0.003846,5,28,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 9, 50, 1, 1, 32, 128, 0, 252769, 252769, 246997, 84672, 0, 97.716, 33.498, 0.000,-0.002252,5,29,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 8, 49, 1, 1, 32, 128, 0, 252483, 252483, 246447, 96048, 0, 97.609, 38.041, 0.000,-0.001118,5,30,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 7, 48, 1, 1, 32, 128, 0, 251191, 251191, 246817, 96048, 0, 98.259, 38.237, 0.000,0.400474,5,31,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 8, 48, 1, 1, 32, 128, 0, 252691, 252691, 246904, 96048, 0, 97.710, 38.010, 0.000,-0.001943,5,32,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 8, 48, 1, 1, 32, 128, 0, 252691, 252691, 246904, 96048, 0, 97.710, 38.010, 0.000,-0.001943,5,33,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 7, 48, 1, 1, 32, 128, 0, 251191, 251191, 246817, 96048, 0, 98.259, 38.237, 0.000,0.400474,5,34,0,
Conv1, 28, 56, 3, 3, 128, 128, 1, 1, 6, 48, 1, 1, 32, 128, 0, 252379, 252379, 247285, 107424, 0, 97.982, 42.565, 0.000,-0.000706,5,35,0,
